timestamp,canary_error_rate,stable_error_rate,canary_p95_latency,stable_p95_latency,traffic_weight_canary
2026-08-21 08:08:21,0.0,0.0,1820.9466666666658,48.75,0.4924054182095931
2026-08-21 08:08:36,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:08:51,0.0,0.0,48.75,48.75,0.5714285714285715
2026-08-21 08:09:06,0.0,0.0,48.75,48.75,0.33333333333333337
2026-08-21 08:09:21,0.0,0.0,48.75,2200.0,0.19999999999999998
2026-08-21 08:09:36,0.0,0.0,2350.0,2200.0,0.2730907273635909
2026-08-21 08:09:51,0.0,0.0,2274.9999999999995,2124.9999999999995,0.31060632174002967
2026-08-21 08:10:06,0.0,0.0,2125.0,48.75,0.5714285714285715
2026-08-21 08:10:21,0.0,0.0,48.39953052895516,48.75,0.5
2026-08-21 08:10:36,0.0,0.0,48.75,87.49999999999999,0.5454545454545454
2026-08-21 08:10:51,0.0,0.0,90.0,84.99999999999994,0.4545454545454546
2026-08-21 08:11:06,0.0,0.0,87.49999999999999,92.49999999999999,0.5
2026-08-21 08:11:21,0.0,0.0,92.49999999999999,48.75,0.5
2026-08-21 08:11:36,0.0,,48.75,,1.0
2026-08-21 08:11:51,,0.0,,,0.0
2026-08-21 08:12:06,0.0,0.0,97.5,2274.9999999999995,0.4
2026-08-21 08:12:21,0.0,0.0,97.5,2200.0,0.33333333333333337
2026-08-21 08:12:36,0.0,0.0,97.5,2200.0,0.4
2026-08-21 08:12:51,0.0,0.0,2161.016949152542,92.49999999999999,0.4
2026-08-21 08:13:06,0.0,0.0,2161.016949152542,48.75,0.5
2026-08-21 08:13:21,0.0,0.0,2161.016949152542,48.75,0.5
2026-08-21 08:13:36,0.0,0.0,,48.75,0.5
2026-08-21 08:13:51,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:14:06,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:14:21,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:14:36,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:14:51,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:15:06,0.0,0.0,87.49999999999999,87.49999999999999,0.5
2026-08-21 08:15:21,0.0,0.0,90.0,95.0,0.3333333333333333
2026-08-21 08:15:36,0.0,0.0,95.0,95.83333333333333,0.2857142857142857
2026-08-21 08:15:51,,0.0,,2049.999999999998,0.0
2026-08-21 08:16:06,0.0,0.0,2109.6549999999997,2124.9999999999995,0.4384199383385093
2026-08-21 08:16:21,0.0,0.0,2064.7699999999995,2124.9999999999995,0.465372154443292
2026-08-21 08:16:36,0.0,0.0,1998.718948423749,48.75,0.6666666666666667
2026-08-21 08:16:51,0.0,0.0,95.0,97.5,0.6666666666666667
2026-08-21 08:17:06,0.0,0.0,97.5,97.5,0.33333333333333337
2026-08-21 08:17:21,0.0,0.0,97.5,97.5,0.5
2026-08-21 08:17:36,0.0,0.0,97.5,97.5,0.5
2026-08-21 08:17:51,0.0,0.0,95.0,92.49999999999999,0.5714285714285715
2026-08-21 08:18:06,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:18:21,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:18:36,,0.0,,2200.0,0.0
2026-08-21 08:18:51,0.0,0.0,2217.06,2124.9999999999995,0.22054032144917143
2026-08-21 08:19:06,0.0,0.0,2067.059999999999,2049.999999999998,0.3511444190309342
2026-08-21 08:19:21,0.0,0.0,2011.1883554203775,95.0,0.6
2026-08-21 08:19:36,0.0,0.0,96.25,96.25,0.5
2026-08-21 08:19:51,0.0,0.0,93.75,95.0,0.5
2026-08-21 08:20:06,0.0,0.0,93.75,94.16666666666667,0.46153846153846145
2026-08-21 08:20:21,0.0,0.0,82.50000000000001,92.49999999999999,0.5384615384615384
2026-08-21 08:20:36,0.0,0.0,90.0,87.49999999999999,0.4444444444444444
2026-08-21 08:20:51,0.0,0.0,87.49999999999999,90.0,0.5555555555555556
2026-08-21 08:21:06,0.0,0.0,92.49999999999999,92.49999999999999,0.5
2026-08-21 08:21:21,0.0,0.0,92.49999999999999,95.0,0.6
2026-08-21 08:21:36,,0.0,48.75,2124.9999999999995,0.0
2026-08-21 08:21:51,,0.0,95.0,2049.999999999998,0.0
2026-08-21 08:22:06,0.0,0.0,87.49999999999999,1900.0,0.25376846923038654
2026-08-21 08:22:21,0.0,0.0,87.81568270265785,48.75,0.4666666666666667
