time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
5.4,1,10.2298,0.285955,0.0363977,0,44.8625,-140,0
5.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
5.5,1,10.24,0.286158,0.0357774,0,44.8625,-140,0
5.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
5.6,1,10.2502,0.285674,0.0351548,0,44.8625,-140,0
5.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
5.7,1,10.24,0.28681,0.0377702,0,44.8625,-140,0
5.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
5.8,1,10.24,0.285306,0.0349185,0,44.8625,-140,0
5.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
5.9,1,10.2298,0.285209,0.035109,0,44.8625,-140,0
5.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
6,1,10.2502,0.284956,0.0352351,0,44.8625,-140,0
6,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.1,1,10.24,0.284752,0.0348079,0,44.8625,-140,0
6.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.2,1,10.24,0.284953,0.0353954,0,44.8625,-140,0
6.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.3,1,10.24,0.284935,0.0284274,0,44.8625,-140,0
6.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.4,1,10.2298,0.289212,0.0350298,0,44.8625,-140,0
6.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.5,1,10.2502,0.284729,0.0350728,0,44.8625,-140,0
6.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.6,1,10.2298,0.284722,0.0341956,0,44.8625,-140,0
6.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.7,1,10.2502,0.284872,0.0354224,0,44.8625,-140,0
6.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.8,1,10.24,0.284948,0.0351293,0,44.8625,-140,0
6.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
6.9,1,10.24,0.285047,0.035215,0,44.8625,-140,0
6.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
7,1,10.24,0.285462,0.0353917,0,44.8625,-140,0
7,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.1,1,10.24,0.285587,0.0352024,0,44.8625,-140,0
7.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.2,1,10.2298,0.286035,0.0352716,0,44.8625,-140,0
7.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.3,1,10.2502,0.286428,0.0357023,0,44.8625,-140,0
7.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.4,1,10.2298,0.28675,0.0361223,0,44.8625,-140,0
7.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.5,1,10.2502,0.287226,0.0361393,0,44.8625,-140,0
7.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.6,1,10.2298,0.287684,0.0361526,0,44.8625,-140,0
7.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.7,1,10.24,0.288038,0.0363441,0,44.8625,-140,0
7.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.8,1,10.2502,0.288283,0.0368001,0,44.8625,-140,0
7.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
7.9,1,10.2298,0.288707,0.0370874,0,44.8625,-140,0
7.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
8,1,10.2502,0.289304,0.0374378,0,44.8625,-140,0
8,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.1,1,10.24,0.289725,0.037593,0,44.8625,-140,0
8.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.2,1,10.24,0.290198,0.0380822,0,44.8625,-140,0
8.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.3,1,10.24,0.290823,0.0390786,0,44.8625,-140,0
8.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.4,1,10.24,0.290975,0.0383893,0,44.8625,-140,0
8.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.5,1,10.24,0.29135,0.0384535,0,44.8625,-140,0
8.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.6,1,10.24,0.291644,0.0386571,0,44.8625,-140,0
8.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.7,1,10.24,0.292046,0.0378643,0,44.8625,-140,0
8.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.8,1,10.2298,0.292282,0.0376851,0,44.8625,-140,0
8.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.9,1,10.2502,0.292689,0.0374706,0,44.8625,-140,0
8.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
9,1,10.24,0.292305,0.0364287,0,44.8625,-140,0
9,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.1,1,10.24,0.292747,0.0369519,0,44.8625,-140,0
9.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
