time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate,handover_count
26.8,4,0,0,0,0,43.0847,-140,0,0
26.8,5,0,0,0,0,43.0847,-140,0,0
26.8,6,0,0,0,0,43.0847,-140,0,0
26.9,1,10.24,0.275891,0.03,44,41.1172,-140,0.0421456,0
26.9,2,10.9261,21.1318,0.485892,0,41.1172,-140,0,0
26.9,3,10.9568,20.9992,0.484873,0,41.1172,-140,0,0
26.9,4,51.5072,225.776,0.360302,224,41.1172,-140,0.308116,0
26.9,5,51.712,225.767,0.359371,222,41.1172,-140,0.305365,0
26.9,6,51.712,225.667,0.359767,222,41.1172,-140,0.305365,0
27,1,4.10624,0.275829,0.0300187,10,41.1172,-140,0.0243309,1
27,2,10.24,0.921748,0.12,0,41.1172,-140,0,1
27,3,10.24,0.844838,0.120018,0,41.1172,-140,0,1
27,4,52.5312,270.54,0.716959,1000,41.1172,-140,0.660939,1
27,5,52.3264,270.521,0.719206,1000,41.1172,-140,0.661813,1
27,6,52.4288,269.894,0.718129,1000,41.1172,-140,0.661376,1
27.1,1,0,0,0,0,41.1172,-140,0,0
27.1,2,10.24,0.921694,0.12,0,41.1172,-140,0,0
27.1,3,10.24,0.844748,0.119982,0,41.1172,-140,0,0
27.1,4,52.4288,26.0284,0.139063,827,41.1172,-140,0.617625,0
27.1,5,52.4288,25.928,0.139063,829,41.1172,-140,0.618195,0
27.1,6,52.5312,25.9679,0.138952,829,41.1172,-140,0.617735,0
27.2,1,0,0,0,0,41.1172,-140,0,0
27.2,2,10.24,0.921676,0.12,0,41.1172,-140,0,0
27.2,3,10.24,0.84473,0.12,0,41.1172,-140,0,0
27.2,4,52.4288,74.7483,0.139063,0,41.1172,-140,0,0
27.2,5,52.6336,74.7437,0.139008,0,41.1172,-140,0,0
27.2,6,52.4288,74.7352,0.139063,0,41.1172,-140,0,0
27.3,1,10.8339,26.4831,0.585761,0,41.1172,-140,0,0
27.3,2,10.24,0.927908,0.12,0,41.1172,-140,0,0
27.3,3,10.24,0.857427,0.120018,0,41.1172,-140,0,0
27.3,4,46.8992,126.512,0.144541,99,41.1172,-140,0.177738,0
27.3,5,46.6944,126.527,0.145943,99,41.1172,-140,0.178378,0
27.3,6,46.8992,126.562,0.146327,99,41.1172,-140,0.177738,0
27.4,1,10.24,0.785713,0.12,0,41.1172,-140,0,0
27.4,2,10.24,0.927676,0.12,0,41.1172,-140,0,0
27.4,3,10.24,0.856695,0.12,0,41.1172,-140,0,0
27.4,4,47.2064,180.338,0.145119,1000,41.1172,-140,0.684463,0
27.4,5,47.2064,180.232,0.145119,1000,41.1172,-140,0.684463,0
27.4,6,47.104,180.323,0.143913,1000,41.1172,-140,0.684932,0
27.5,1,10.1888,0.648347,0.0776158,110,41.1172,-140,0.0995475,1
27.5,2,10.24,0.92523,0.12,0,41.1172,-140,0,1
27.5,3,10.24,0.851962,0.119982,0,41.1172,-140,0,1
27.5,4,49.152,65.6657,0.598304,869,41.1172,-140,0.644181,1
27.5,5,49.152,65.5652,0.598452,869,41.1172,-140,0.644181,1
27.5,6,49.2544,65.0713,0.599606,869,41.1172,-140,0.643704,1
27.6,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
27.6,2,10.24,0.921873,0.12,0,41.1172,-140,0,0
27.6,3,10.24,0.844909,0.12,0,41.1172,-140,0,0
27.6,4,52.5312,64.254,0.138986,0,41.1172,-140,0,0
27.6,5,52.5312,64.1499,0.138986,0,41.1172,-140,0,0
27.6,6,52.5312,64.2369,0.138986,0,41.1172,-140,0,0
27.7,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
27.7,2,10.24,0.921873,0.12,891,41.1172,-140,0.471179,0
27.7,3,10.24,0.844909,0.12,891,41.1172,-140,0.471179,0
27.7,4,52.5312,112.942,0.138986,0,41.1172,-140,0,0
27.7,5,52.5312,112.838,0.138986,0,41.1172,-140,0,0
27.7,6,52.5312,112.927,0.138986,0,41.1172,-140,0,0
27.8,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
27.8,2,10.24,0.921873,0.12,1000,41.1172,-140,0.5,0
27.8,3,10.24,0.844909,0.12,1000,41.1172,-140,0.5,0
27.8,4,52.6336,161.679,0.138911,991,41.1172,-140,0.658472,0
27.8,5,52.6336,161.575,0.138911,991,41.1172,-140,0.658472,0
27.8,6,52.5312,161.615,0.138986,991,41.1172,-140,0.65891,0
27.9,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
27.9,2,10.24,0.921748,0.12,32,41.1172,-140,0.0310078,0
27.9,3,10.24,0.844838,0.120018,32,41.1172,-140,0.0310078,0
27.9,4,52.5312,60.5336,0.521637,1000,41.1172,-140,0.660939,0
27.9,5,52.4288,60.8641,0.522196,1000,41.1172,-140,0.661376,0
27.9,6,52.5312,60.429,0.521408,1000,41.1172,-140,0.660939,0
28,1,10.1888,0.281158,0.031757,492,41.1172,-140,0.330868,1
28,2,10.24,0.921783,0.12,0,41.1172,-140,0,1
28,3,10.24,0.84482,0.12,0,41.1172,-140,0,1
28,4,52.5312,62.4539,0.138986,977,41.1172,-140,0.655705,1
28,5,52.5312,62.2658,0.138986,977,41.1172,-140,0.655705,1
28,6,52.5312,62.3528,0.138986,977,41.1172,-140,0.655705,1
28.1,1,10.24,0.275891,0.03,1000,41.1172,-140,0.5,0
28.1,2,0.1024,0.921426,0.12,0,41.1172,-140,0,0
28.1,3,0.07168,0.839284,0.118878,0,41.1172,-140,0,0
28.1,4,63.0784,106.12,0.132468,0,41.1172,-140,0,0
28.1,5,63.0784,105.959,0.132468,0,41.1172,-140,0,0
28.1,6,63.0784,105.99,0.132468,0,41.1172,-140,0,0
28.2,1,10.24,0.275891,0.03,1000,43.0847,-140,0.5,0
28.2,2,0,0,0,0,43.0847,-140,0,0
28.2,3,0,0,0,0,43.0847,-140,0,0
28.2,4,25.8048,133.115,0.132256,0,43.0847,-140,0,0
28.2,5,25.8048,132.945,0.132256,0,43.0847,-140,0,0
28.2,6,25.6,132.925,0.132386,0,43.0847,-140,0,0
28.3,1,10.24,0.275891,0.03,44,41.1172,-140,0.0421456,0
28.3,2,10.9261,21.1318,0.485908,0,41.1172,-140,0,0
28.3,3,10.9568,20.9992,0.484873,0,41.1172,-140,0,0
28.3,4,51.5072,168.253,0.730304,964,41.1172,-140,0.657123,0
28.3,5,51.6096,168.785,0.728628,964,41.1172,-140,0.656676,0
28.3,6,51.6096,168.684,0.728812,964,41.1172,-140,0.656676,0
28.4,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
28.4,2,10.24,0.921873,0.12,0,41.1172,-140,0,0
28.4,3,10.24,0.84482,0.12,0,41.1172,-140,0,0
28.4,4,52.5312,36.8895,0.138986,1000,41.1172,-140,0.660939,0
28.4,5,52.5312,36.8827,0.138986,1000,41.1172,-140,0.660939,0
28.4,6,52.5312,36.7818,0.138986,1000,41.1172,-140,0.660939,0
28.5,1,4.10624,0.275829,0.0300187,10,41.1172,-140,0.0243309,1
28.5,2,10.24,0.921748,0.12,0,41.1172,-140,0,1
28.5,3,10.24,0.844838,0.120018,0,41.1172,-140,0,1
28.5,4,52.5312,85.5928,0.138986,229,41.1172,-140,0.308625,1
28.5,5,52.4288,85.5335,0.138965,229,41.1172,-140,0.309042,1
28.5,6,52.5312,85.482,0.139021,229,41.1172,-140,0.308625,1
28.6,1,0,0,0,0,41.1172,-140,0,0
28.6,2,10.24,0.921694,0.12,0,41.1172,-140,0,0
28.6,3,10.24,0.844748,0.119982,0,41.1172,-140,0,0
28.6,4,52.4288,134.339,0.139063,0,41.1172,-140,0,0
28.6,5,52.4288,134.237,0.139063,0,41.1172,-140,0,0
28.6,6,52.4288,134.23,0.139028,0,41.1172,-140,0,0
28.7,1,0,0,0,0,41.1172,-140,0,0
28.7,2,10.24,0.921783,0.12,0,41.1172,-140,0,0
28.7,3,10.24,0.845016,0.12,0,41.1172,-140,0,0
28.7,4,52.3264,145.233,0.524462,739,41.1172,-140,0.5912,0
28.7,5,52.3264,145.133,0.524602,738,41.1172,-140,0.590873,0
28.7,6,52.6336,143.916,0.521053,738,41.1172,-140,0.589457,0
28.8,1,0,0,0,0,41.1172,-140,0,0
28.8,2,10.24,0.921676,0.12,0,41.1172,-140,0,0
28.8,3,10.24,0.84473,0.12,0,41.1172,-140,0,0
28.8,4,52.5312,34.744,0.138986,1000,41.1172,-140,0.660939,0
28.8,5,52.6336,34.6902,0.139008,1000,41.1172,-140,0.660502,0
28.8,6,52.5312,34.7124,0.138986,1000,41.1172,-140,0.660939,0
28.9,1,10.8339,36.8801,0.774797,0,41.1172,-140,0,0
28.9,2,10.24,0.927908,0.12,0,41.1172,-140,0,0
28.9,3,10.24,0.857427,0.120018,0,41.1172,-140,0,0
28.9,4,46.7968,86.5182,0.145514,227,41.1172,-140,0.331871,0
28.9,5,46.6944,86.4703,0.145434,229,41.1172,-140,0.334307,0
28.9,6,46.8992,86.5906,0.14458,229,41.1172,-140,0.333333,0
29,1,10.1888,0.648347,0.0776158,5,41.1172,-140,0.005,1
29,2,10.24,0.925373,0.12,0,41.1172,-140,0,1
29,3,10.24,0.852034,0.119982,0,41.1172,-140,0,1
29,4,49.3568,140.62,0.143983,0,41.1172,-140,0,1
29,5,49.3568,140.52,0.142805,0,41.1172,-140,0,1
29,6,49.2544,140.67,0.144038,0,41.1172,-140,0,1
29.1,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
29.1,2,10.24,0.921819,0.12,891,41.1172,-140,0.471179,0
29.1,3,10.24,0.844873,0.12,891,41.1172,-140,0.471179,0
29.1,4,52.5312,156.756,0.538067,620,41.1172,-140,0.54722,0
29.1,5,52.5312,156.656,0.538207,618,41.1172,-140,0.546419,0
29.1,6,52.5312,155.521,0.537859,618,41.1172,-140,0.546419,0
29.2,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
29.2,2,10.24,0.921873,0.12,1000,41.1172,-140,0.5,0
29.2,3,10.24,0.844909,0.12,1000,41.1172,-140,0.5,0
29.2,4,52.5312,33.2056,0.138986,1000,41.1172,-140,0.660939,0
29.2,5,52.5312,33.1017,0.138986,1000,41.1172,-140,0.660939,0
29.2,6,52.5312,33.1712,0.138986,1000,41.1172,-140,0.660939,0
29.3,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
29.3,2,10.24,0.921873,0.12,32,41.1172,-140,0.0310078,0
29.3,3,10.24,0.844909,0.12,32,41.1172,-140,0.0310078,0
29.3,4,52.5312,81.8944,0.138986,752,41.1172,-140,0.594466,0
29.3,5,52.5312,81.7912,0.138986,754,41.1172,-140,0.595107,0
29.3,6,52.5312,81.8599,0.138986,754,41.1172,-140,0.595107,0
29.4,1,10.24,0.275891,0.03,0,41.1172,-140,0,0
29.4,2,10.24,0.921873,0.12,0,41.1172,-140,0,0
29.4,3,10.24,0.844909,0.12,0,41.1172,-140,0,0
29.4,4,52.5312,130.584,0.138986,0,41.1172,-140,0,0
29.4,5,52.5312,130.48,0.138986,0,41.1172,-140,0,0
29.4,6,52.5312,130.549,0.138986,0,41.1172,-140,0,0
29.5,1,10.1888,0.793978,0.120295,492,41.1172,-140,0.330868,0
29.5,2,10.24,0.921748,0.12,0,41.1172,-140,0,0
29.5,3,10.24,0.844855,0.120018,0,41.1172,-140,0,0
29.5,4,52.4288,155.799,0.522573,175,41.1172,-140,0.254731,0
29.5,5,52.4288,155.698,0.522642,175,41.1172,-140,0.254731,0
29.5,6,52.4288,155.379,0.522817,175,41.1172,-140,0.254731,0
29.6,1,10.24,0.785713,0.12,1000,41.1172,-140,0.5,0
29.6,2,10.24,0.921783,0.12,0,41.1172,-140,0,0
29.6,3,10.24,0.84482,0.12,0,41.1172,-140,0,0
29.6,4,52.5312,31.2359,0.138986,1000,41.1172,-140,0.660939,0
29.6,5,52.5312,31.1356,0.138986,1000,41.1172,-140,0.660939,0
29.6,6,52.5312,31.2031,0.138986,1000,41.1172,-140,0.660939,0
29.7,1,10.24,0.785713,0.12,1000,41.1172,-140,0.5,0
29.7,2,10.24,0.921783,0.12,0,41.1172,-140,0,0
29.7,3,10.24,0.84482,0.12,0,41.1172,-140,0,0
29.7,4,52.5312,79.9247,0.138986,797,41.1172,-140,0.608397,0
29.7,5,52.5312,79.8248,0.138986,797,41.1172,-140,0.608397,0
29.7,6,52.5312,79.8926,0.138986,794,41.1172,-140,0.607498,0
29.8,1,10.24,0.785713,0.12,1000,41.1172,-140,0.5,0
29.8,2,10.24,0.921783,0.12,0,41.1172,-140,0,0
29.8,3,10.24,0.84482,0.12,0,41.1172,-140,0,0
29.8,4,52.5312,128.614,0.138986,0,41.1172,-140,0,0
29.8,5,52.5312,128.514,0.138986,0,41.1172,-140,0,0
29.8,6,52.5312,128.582,0.138986,0,41.1172,-140,0,0
29.9,1,10.24,0.785713,0.12,44,41.1172,-140,0.0421456,0
29.9,2,10.24,0.921765,0.12,0,41.1172,-140,0,0
29.9,3,10.24,0.844748,0.119982,0,41.1172,-140,0,0
29.9,4,52.4288,161.894,0.522573,222,41.1172,-140,0.302452,0
29.9,5,52.6336,161.183,0.521095,222,41.1172,-140,0.30163,0
29.9,6,52.4288,161.479,0.522747,224,41.1172,-140,0.304348,0
