time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets,sinr_db,rsrp_dbm,packet_loss_rate
8,1,10.24,0.275891,0.03,0,44.8625,-140,0
8,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
8.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
8.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
9,1,10.24,0.275891,0.03,0,44.8625,-140,0
9,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
9.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
9.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
10,1,10.24,0.275891,0.03,0,44.8625,-140,0
10,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
10.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
10.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
11,1,10.24,0.275891,0.03,0,44.8625,-140,0
11,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.7,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.7,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.8,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.8,2,102.4,0.896426,0.12,0,44.8625,-140,0
11.9,1,10.24,0.275891,0.03,0,44.8625,-140,0
11.9,2,102.4,0.896426,0.12,0,44.8625,-140,0
12,1,10.24,0.275891,0.03,0,44.8625,-140,0
12,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.1,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.1,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.2,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.2,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.3,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.3,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.4,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.4,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.5,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.5,2,102.4,0.896426,0.12,0,44.8625,-140,0
12.6,1,10.24,0.275891,0.03,0,44.8625,-140,0
12.6,2,102.4,0.896426,0.12,0,44.8625,-140,0
