time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets
0.5,1,0,0,0,0
0.5,2,0,0,0,0
0.6,1,0,0,0,0
0.6,2,0,0,0,0
0.7,1,7.95648,0.320547,0.029971,0
0.7,2,173.978,102.194,0.167296,0
0.8,1,10.24,0.320531,0.03,0
0.8,2,102.4,0.351783,0.0585696,0
0.9,1,10.24,0.320531,0.03,0
0.9,2,102.4,0.351783,0.0585696,0
