time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets
0.5,1,10.2093,0.295609,0.0359339,0
0.5,2,101.376,0.923988,0.119437,0
0.6,1,10.2502,0.294464,0.0358225,0
0.6,2,102.4,0.896426,0.12,0
0.7,1,10.2298,0.294923,0.0348629,0
0.7,2,102.4,0.896426,0.12,0
0.8,1,10.2502,0.295432,0.0345828,0
0.8,2,102.4,0.896426,0.12,0
0.9,1,10.2298,0.296197,0.0341792,0
0.9,2,102.4,0.896426,0.12,0
