time,flowId,throughput_mbps,delay_ms,jitter_ms,lost_packets
0.5,1,5.48864,21.5392,0.205385,0
0.5,2,58.7776,13.1672,0.184594,0
0.6,1,7.02464,22.8752,0.237085,0
0.6,2,71.68,13.0857,0.171429,0
0.7,1,7.36256,20.2957,0.255642,0
0.7,2,71.68,13.0857,0.171429,0
0.8,1,6.43072,22.4689,0.234505,0
0.8,2,71.68,13.0857,0.171429,0
0.9,1,7.94624,21.1959,0.243033,0
0.9,2,71.68,13.0857,0.171429,0
