timestamp,canary_error_rate,stable_error_rate,canary_p95_latency,stable_p95_latency,traffic_weight_canary
2026-08-21 08:35:03,0.0,0.0,92.49999999999999,92.49999999999999,0.625
2026-08-21 08:35:18,0.0,0.0,87.49999999999999,87.49999999999999,0.5454545454545454
2026-08-21 08:35:33,0.0,0.0,90.0,87.49999999999999,0.5
2026-08-21 08:35:48,0.0,0.0,90.0,90.0,0.33333333333333337
2026-08-21 08:36:03,,0.0,48.75,4624.999999999999,0.0
2026-08-21 08:36:18,0.0,0.0,4490.783333333334,4500.0,0.2763651823107469
2026-08-21 08:36:33,0.0,0.0,4240.783333333332,4500.0,0.36281888923402866
2026-08-21 08:36:48,0.0,0.0,3920.397293795882,48.75,0.5
2026-08-21 08:37:03,0.0,0.0,87.49999999999999,90.0,0.5555555555555556
2026-08-21 08:37:18,0.0,0.0,82.50000000000001,82.50000000000001,0.46153846153846145
2026-08-21 08:37:33,0.0,0.0,84.99999999999994,87.49999999999999,0.4545454545454546
2026-08-21 08:37:48,0.0,0.0,48.4375,48.75,0.5
2026-08-21 08:38:03,0.0,0.0,48.333333333333336,48.125,0.5714285714285715
2026-08-21 08:38:18,0.0,0.0,48.125,48.333333333333336,0.5
2026-08-21 08:38:33,0.0,0.0,48.75,48.125,0.5
2026-08-21 08:38:48,0.0,0.0,48.75,48.75,0.42857142857142855
2026-08-21 08:39:03,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:39:18,0.0,0.0,48.75,48.75,0.2500124997916701
2026-08-21 08:39:33,0.0,0.0,2350.0,2350.0,0.38283034006048267
2026-08-21 08:39:48,0.0,0.0,2274.9999999999995,2200.0,0.3322872500250393
2026-08-21 08:40:03,0.0,0.0,2275.0,2274.9999999999995,0.3999839995733219
2026-08-21 08:40:18,0.0,0.0,95.0,47.5,0.5
2026-08-21 08:40:33,0.0,0.0,95.0,95.0,0.5
2026-08-21 08:40:48,0.0,0.0,92.49999999999999,95.0,0.6
2026-08-21 08:41:03,0.0,0.0,48.75,90.0,0.5555555555555556
2026-08-21 08:41:18,0.0,0.0,87.49999999999999,90.0,0.5
2026-08-21 08:41:33,0.0,0.0,90.0,87.49999999999999,0.5
2026-08-21 08:41:48,0.0,0.0,90.0,87.49999999999999,0.37499999999999994
2026-08-21 08:42:03,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:42:18,0.0,0.0,48.75,48.75,0.25
2026-08-21 08:42:33,,0.0,,48.75,0.0
2026-08-21 08:42:48,0.0,0.0,2350.0,2274.9999999999995,0.3263044430221983
2026-08-21 08:43:03,0.0,0.0,2275.0,2274.9999999999995,0.5241550778601255
2026-08-21 08:43:18,0.0,0.0,2124.999999999999,2200.0,0.5
2026-08-21 08:43:33,0.0,0.0,48.75,48.75,0.5
2026-08-21 08:43:48,0.0,0.0,48.75,48.75,0.33333333333333337
2026-08-21 08:44:03,,0.0,,48.75,0.0
2026-08-21 08:44:18,,,,,
2026-08-21 08:44:33,,,,,
2026-08-21 08:44:48,0.0,0.0,48.75,92.49999999999999,0.5
2026-08-21 08:45:03,0.0,0.0,3530.6500000000005,4249.999999999997,0.4235231383400349
2026-08-21 08:45:18,0.0,0.0,49.89431360456376,4249.999999999997,0.404704324078966
2026-08-21 08:45:33,0.0,0.0,4196.916158046899,4624.999999999999,0.4
2026-08-21 08:45:48,0.0,0.0,88.59017236943654,87.49999999999999,0.5454545454545454
2026-08-21 08:46:03,0.0,0.0,99.38118078995672,82.50000000000001,0.5
2026-08-21 08:46:18,0.0,0.0,85.2183461441,90.0,0.4666666666666667
2026-08-21 08:46:33,0.0,0.0,90.0,90.0,0.42857142857142855
2026-08-21 08:46:48,0.0,0.0,87.49999999999999,92.49999999999999,0.625
2026-08-21 08:47:03,0.0,0.0,84.99999999999994,48.75,0.6363636363636364
2026-08-21 08:47:18,0.0,0.0,91.25,84.99999999999994,0.5384615384615384
2026-08-21 08:47:33,0.0,0.0,95.0,92.49999999999999,0.4545454545454546
2026-08-21 08:47:48,0.0,0.0,95.0,95.0,0.3333333333333333
2026-08-21 08:48:03,0.0,0.0,95.0,96.66666666666667,0.33333333333333337
2026-08-21 08:48:18,0.0,0.0,95.0,95.0,0.2000995431679613
2026-08-21 08:48:33,,0.0,,95.0,0.0
2026-08-21 08:48:48,,0.0,,2350.0,0.0
2026-08-21 08:49:03,,0.0,,2425.0,0.0
