timestamp,canary_error_rate,stable_error_rate,canary_p95_latency,stable_p95_latency,traffic_weight_canary
2026-08-20 15:42:26,,,80.0,80.0,0.5333333333333334
2026-08-20 15:42:41,,,48.75,48.75,0.6
2026-08-20 15:42:56,,,48.75,48.75,0.6
2026-08-20 15:43:11,,,48.75,92.49999999999999,0.5
2026-08-20 15:43:26,,,90.0,84.99999999999994,0.4
2026-08-20 15:43:41,,,84.99999999999994,82.50000000000001,0.46153846153846145
2026-08-20 15:43:56,,,82.50000000000001,48.4375,0.5
2026-08-20 15:44:11,,,48.4551308195222,48.75,0.625
2026-08-20 15:44:26,,,48.75,48.75,0.5
2026-08-20 15:44:41,,,48.75,48.75,0.5
2026-08-20 15:44:56,,,48.75,48.75,0.5
2026-08-20 15:45:11,,,48.75,48.75,0.5555555555555556
2026-08-20 15:45:26,,,48.75,48.75,0.5714285714285715
2026-08-20 15:45:41,,,48.75,90.0,0.42857142857142855
2026-08-20 15:45:56,,,87.49999999999999,849.9999999999995,0.4
2026-08-20 15:46:11,,,816.8743580040004,724.9999999999998,0.4061934028087052
2026-08-20 15:46:26,,,780.5863211630895,674.9999999999997,0.4029761638233407
2026-08-20 15:46:41,,,844.0702517681507,77.49999999999999,0.35636743314564684
2026-08-20 15:46:56,,,90.0,92.49999999999999,0.36363636363636365
2026-08-20 15:47:11,,,80.0,80.0,0.5
2026-08-20 15:47:26,,,88.75,87.49999999999999,0.4761904761904762
2026-08-20 15:47:41,,,74.99999999999997,77.49999999999999,0.5
2026-08-20 15:47:56,,,91.25,91.25,0.4375
2026-08-20 15:48:11,,,80.0,80.0,0.4666666666666667
2026-08-20 15:48:26,,,87.49999999999999,825.0000000000002,0.4545454545454546
2026-08-20 15:48:41,,,48.75,900.0,0.5
2026-08-20 15:48:56,,,895.6303924297243,950.0,0.5
2026-08-20 15:49:11,,,895.6303924297242,48.75,0.5
2026-08-20 15:49:26,,,895.6303924297242,48.75,0.5
2026-08-20 15:49:41,,,48.75,48.75,0.5
2026-08-20 15:49:56,,,48.456567818410065,48.4375,0.4444444444444444
2026-08-20 15:50:11,,,48.456567818410065,849.9999999999995,0.4
2026-08-20 15:50:26,,,44.78151962148622,900.0,0.38704833123908183
2026-08-20 15:50:41,,,848.2799999999997,849.9999999999995,0.4057311289920012
2026-08-20 15:50:56,,,785.2233676975943,48.75,0.5
2026-08-20 15:51:11,,,785.2233676975941,87.49999999999999,0.5
2026-08-20 15:51:26,,,90.0,92.49999999999999,0.5
2026-08-20 15:51:41,,,92.49999999999999,87.49999999999999,0.4
2026-08-20 15:51:56,,,48.75,48.75,0.5
2026-08-20 15:52:11,,,48.75,48.75,0.5454545454545454
2026-08-20 15:52:26,,,48.75,874.9999999999998,0.5
2026-08-20 15:52:41,,,48.75,849.9999999999995,0.14285714285714288
2026-08-20 15:52:56,,,841.9733333333331,849.9999999999995,0.2831883780942369
2026-08-20 15:53:11,,,705.420267085624,87.49999999999999,0.25
2026-08-20 15:53:26,,,705.420267085624,48.75,0.5714285714285715
